"c_3[1]","c_3[2]","f_1[10]","f_1[1]","f_1[2]","f_1[3]","f_1[4]","f_1[5]","f_1[6]","f_1[7]","f_1[8]","f_1[9]","id","xhi","xlo","yhi","ylo","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00070836,4.4385,5.5582,173.49,1.8228e+21,8.7602e-05,7456.2,-0.43901,64728,219.76,0.065019,220.86,1.0305e+05,3.3898e-05,-8.4746e-05,0.0090604,0.0088599,1,0,0,0.009,0
0.0007092,4.4437,5.5327,173.17,1.8194e+21,8.7456e-05,7455.5,-0.03364,64726,220.62,0,220.25,1.0305e+05,0.00015254,3.3898e-05,0.0090604,0.0088599,1,4.515e-05,4.515e-05,0.009,0
0.0007092,4.4437,5.5327,173.17,1.8194e+21,8.7456e-05,7455.5,-0.03364,64726,220.62,0,220.25,1.0305e+05,0.00015254,3.3898e-05,0.0090604,0.0088599,1,9.03e-05,9.03e-05,0.009,0
0.0007092,4.4437,5.5327,173.17,1.8194e+21,8.7456e-05,7455.5,-0.03364,64726,220.62,0,220.25,1.0305e+05,0.00015254,3.3898e-05,0.0090604,0.0088599,1,0.00013545,0.00013545,0.009,0
0.00070666,4.4278,5.5419,173.73,1.8253e+21,8.7733e-05,7456.4,0.10487,64738,220.24,0.012986,219.91,1.0305e+05,0.00027119,0.00015254,0.0090604,0.0088599,1,0.0001806,0.0001806,0.009,0
0.00070666,4.4278,5.5419,173.73,1.8253e+21,8.7733e-05,7456.4,0.10487,64738,220.24,0.012986,219.91,1.0305e+05,0.00027119,0.00015254,0.0090604,0.0088599,1,0.00022575,0.00022575,0.009,0
0.00070666,4.4278,5.5419,173.73,1.8253e+21,8.7733e-05,7456.4,0.10487,64738,220.24,0.012986,219.91,1.0305e+05,0.00027119,0.00015254,0.0090604,0.0088599,1,0.0002709,0.0002709,0.009,0
0.00070665,4.4277,5.5482,173.77,1.8257e+21,8.7755e-05,7456.1,-0.89627,64734,219.73,0.025966,220.11,1.0305e+05,0.00038983,0.00027119,0.0090604,0.0088599,1,0.00031605,0.00031605,0.009,0
0.00070665,4.4277,5.5482,173.77,1.8257e+21,8.7755e-05,7456.1,-0.89627,64734,219.73,0.025966,220.11,1.0305e+05,0.00038983,0.00027119,0.0090604,0.0088599,1,0.0003612,0.0003612,0.009,0
0.00070576,4.4222,5.5676,174.06,1.8288e+21,8.7902e-05,7455.5,-0.56589,64722,220.32,0.025922,220.5,1.0305e+05,0.00050847,0.00038983,0.0090604,0.0088599,1,0.00040635,0.00040635,0.009,0
