"c_3[1]","c_3[2]","f_1[10]","f_1[1]","f_1[2]","f_1[3]","f_1[4]","f_1[5]","f_1[6]","f_1[7]","f_1[8]","f_1[9]","id","xhi","xlo","yhi","ylo","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0033137,29.892,9.3397,23.566,5.8076e+20,2.7773e-05,3.196,28.174,1165.7,1232.8,94.982,1164.8,1.246e+05,0.048224,0.048112,0.00080208,0.00069167,1,0,0.04815,0.00075,0
0.0033137,29.892,9.3397,23.566,5.8076e+20,2.7773e-05,3.196,28.174,1165.7,1232.8,94.982,1164.8,1.246e+05,0.048224,0.048112,0.00080208,0.00069167,1,4.5151e-05,0.048195,0.00075,0
0.0033502,30.22,9.7048,35.636,5.7995e+20,2.7733e-05,-8.3298,36.917,1213.7,1280.4,94.357,1212,1.246e+05,0.048335,0.048224,0.00080208,0.00069167,1,9.0301e-05,0.04824,0.00075,0
0.0033502,30.22,9.7048,35.636,5.7995e+20,2.7733e-05,-8.3298,36.917,1213.7,1280.4,94.357,1212,1.246e+05,0.048335,0.048224,0.00080208,0.00069167,1,0.00013545,0.048285,0.00075,0
0.0033502,30.22,9.7048,35.636,5.7995e+20,2.7733e-05,-8.3298,36.917,1213.7,1280.4,94.357,1212,1.246e+05,0.048335,0.048224,0.00080208,0.00069167,1,0.0001806,0.048331,0.00075,0
0.0034023,30.691,9.9264,35.349,5.7528e+20,2.7517e-05,-17.682,38.173,1251.9,1326.8,94.709,1249.8,1.246e+05,0.048446,0.048335,0.00080208,0.00069167,1,0.00022575,0.048376,0.00075,0
0.0034023,30.691,9.9264,35.349,5.7528e+20,2.7517e-05,-17.682,38.173,1251.9,1326.8,94.709,1249.8,1.246e+05,0.048446,0.048335,0.00080208,0.00069167,1,0.0002709,0.048421,0.00075,0
0.0034402,31.032,10.193,35.215,5.731e+20,2.7418e-05,-18.803,38.816,1290.4,1352.2,101.59,1288.2,1.246e+05,0.048557,0.048446,0.00080208,0.00069167,1,0.00031605,0.048466,0.00075,0
0.0034402,31.032,10.193,35.215,5.731e+20,2.7418e-05,-18.803,38.816,1290.4,1352.2,101.59,1288.2,1.246e+05,0.048557,0.048446,0.00080208,0.00069167,1,0.0003612,0.048511,0.00075,0
0.0034402,31.032,10.193,35.215,5.731e+20,2.7418e-05,-18.803,38.816,1290.4,1352.2,101.59,1288.2,1.246e+05,0.048557,0.048446,0.00080208,0.00069167,1,0.00040635,0.048556,0.00075,0
0.0034842,31.43,10.83,35.267,5.7394e+20,2.7448e-05,-33.311,36.89,1369.6,1421.8,103.5,1366.8,1.246e+05,0.048669,0.048557,0.00080208,0.00069167,1,0.0004515,0.048602,0.00075,0
0.0034842,31.43,10.83,35.267,5.7394e+20,2.7448e-05,-33.311,36.89,1369.6,1421.8,103.5,1366.8,1.246e+05,0.048669,0.048557,0.00080208,0.00069167,1,0.00049665,0.048647,0.00075,0
0.0034921,31.501,11.27,35.475,5.7733e+20,2.7627e-05,-33.325,28.754,1416.2,1444.2,98.141,1413.9,1.246e+05,0.04878,0.048669,0.00080208,0.00069167,1,0.0005418,0.048692,0.00075,0
0.0034921,31.501,11.27,35.475,5.7733e+20,2.7627e-05,-33.325,28.754,1416.2,1444.2,98.141,1413.9,1.246e+05,0.04878,0.048669,0.00080208,0.00069167,1,0.00058695,0.048737,0.00075,0
0.0035021,31.591,11.851,35.739,5.8162e+20,2.7813e-05,-40.569,22.648,1478.2,1517.4,93.981,1475.7,1.246e+05,0.048891,0.04878,0.00080208,0.00069167,1,0.0006321,0.048782,0.00075,0
0.0035021,31.591,11.851,35.739,5.8162e+20,2.7813e-05,-40.569,22.648,1478.2,1517.4,93.981,1475.7,1.246e+05,0.048891,0.04878,0.00080208,0.00069167,1,0.00067725,0.048827,0.00075,0
0.0035021,31.591,11.851,35.739,5.8162e+20,2.7813e-05,-40.569,22.648,1478.2,1517.4,93.981,1475.7,1.246e+05,0.048891,0.04878,0.00080208,0.00069167,1,0.0007224,0.048872,0.00075,0
0.0035085,31.649,12.612,36.119,5.8781e+20,2.8106e-05,-38.942,14.578,1556,1571.2,93.836,1554,1.246e+05,0.049003,0.048891,0.00080208,0.00069167,1,0.00076755,0.048918,0.00075,0
0.0035085,31.649,12.612,36.119,5.8781e+20,2.8106e-05,-38.942,14.578,1556,1571.2,93.836,1554,1.246e+05,0.049003,0.048891,0.00080208,0.00069167,1,0.0008127,0.048963,0.00075,0
0.0034383,31.015,13.109,36.988,6.0195e+20,2.8806e-05,-35.982,17.687,1579.1,1645.9,92.731,1577.3,1.246e+05,0.049114,0.049003,0.00080208,0.00069167,1,0.00085785,0.049008,0.00075,0
0.0034383,31.015,13.109,36.988,6.0195e+20,2.8806e-05,-35.982,17.687,1579.1,1645.9,92.731,1577.3,1.246e+05,0.049114,0.049003,0.00080208,0.00069167,1,0.000903,0.049053,0.00075,0
0.0034383,31.015,13.109,36.988,6.0195e+20,2.8806e-05,-35.982,17.687,1579.1,1645.9,92.731,1577.3,1.246e+05,0.049114,0.049003,0.00080208,0.00069167,1,0.00094815,0.049098,0.00075,0
0.0034445,31.071,14.171,37.496,6.1022e+20,2.9212e-05,-33.289,5.7796,1683.3,1659.2,95.689,1682,1.246e+05,0.049225,0.049114,0.00080208,0.00069167,1,0.0009933,0.049143,0.00075,0
0.0034445,31.071,14.171,37.496,6.1022e+20,2.9212e-05,-33.289,5.7796,1683.3,1659.2,95.689,1682,1.246e+05,0.049225,0.049114,0.00080208,0.00069167,1,0.0010385,0.049188,0.00075,0
0.0034251,30.896,14.973,38.071,6.1958e+20,2.9641e-05,-35.807,-4.5835,1751.9,1751.7,89.212,1750.4,1.2461e+05,0.049336,0.049225,0.00080208,0.00069167,1,0.0010836,0.049234,0.00075,0
0.0034251,30.896,14.973,38.071,6.1958e+20,2.9641e-05,-35.807,-4.5835,1751.9,1751.7,89.212,1750.4,1.2461e+05,0.049336,0.049225,0.00080208,0.00069167,1,0.0011288,0.049279,0.00075,0
0.0034251,30.896,14.973,38.071,6.1958e+20,2.9641e-05,-35.807,-4.5835,1751.9,1751.7,89.212,1750.4,1.2461e+05,0.049336,0.049225,0.00080208,0.00069167,1,0.0011739,0.049324,0.00075,0
0.0034249,30.894,15.979,38.555,6.2745e+20,3.0019e-05,-24.691,-14.745,1845.6,1787.5,98.959,1844.6,1.2461e+05,0.049448,0.049336,0.00080208,0.00069167,1,0.001219,0.049369,0.00075,0
0.0034249,30.894,15.979,38.555,6.2745e+20,3.0019e-05,-24.691,-14.745,1845.6,1787.5,98.959,1844.6,1.2461e+05,0.049448,0.049336,0.00080208,0.00069167,1,0.0012642,0.049414,0.00075,0
0.0033841,30.526,17.002,39.399,6.4119e+20,3.0675e-05,-19.152,-21.472,1921.5,1848.8,89.784,1920.5,1.2461e+05,0.049559,0.049448,0.00080208,0.00069167,1,0.0013094,0.049459,0.00075,0
0.0033841,30.526,17.002,39.399,6.4119e+20,3.0675e-05,-19.152,-21.472,1921.5,1848.8,89.784,1920.5,1.2461e+05,0.049559,0.049448,0.00080208,0.00069167,1,0.0013545,0.049504,0.00075,0
0.0033841,30.526,17.002,39.399,6.4119e+20,3.0675e-05,-19.152,-21.472,1921.5,1848.8,89.784,1920.5,1.2461e+05,0.049559,0.049448,0.00080208,0.00069167,1,0.0013997,0.04955,0.00075,0
0.0033517,30.234,18.163,40.217,6.545e+20,3.1326e-05,-10.193,-26.893,2011,1895.2,89.748,2010,1.2461e+05,0.04967,0.049559,0.00080208,0.00069167,1,0.0014448,0.049595,0.00075,0
0.0033517,30.234,18.163,40.217,6.545e+20,3.1326e-05,-10.193,-26.893,2011,1895.2,89.748,2010,1.2461e+05,0.04967,0.049559,0.00080208,0.00069167,1,0.00149,0.04964,0.00075,0
0.0033027,29.792,19.468,41.248,6.7128e+20,3.2125e-05,2.8745,-38.995,2102.3,1915.5,89.797,2100.5,1.2461e+05,0.049782,0.04967,0.00080208,0.00069167,1,0.0015351,0.049685,0.00075,0
0.0033027,29.792,19.468,41.248,6.7128e+20,3.2125e-05,2.8745,-38.995,2102.3,1915.5,89.797,2100.5,1.2461e+05,0.049782,0.04967,0.00080208,0.00069167,1,0.0015802,0.04973,0.00075,0
0.0033027,29.792,19.468,41.248,6.7128e+20,3.2125e-05,2.8745,-38.995,2102.3,1915.5,89.797,2100.5,1.2461e+05,0.049782,0.04967,0.00080208,0.00069167,1,0.0016254,0.049775,0.00075,0
0.0032275,29.114,21.215,42.726,6.9533e+20,3.3306e-05,12.503,-52.38,2213.2,1985.7,94.083,2209.8,1.2461e+05,0.049893,0.049782,0.00080208,0.00069167,1,0.0016706,0.049821,0.00075,0
0.0032275,29.114,21.215,42.726,6.9533e+20,3.3306e-05,12.503,-52.38,2213.2,1985.7,94.083,2209.8,1.2461e+05,0.049893,0.049782,0.00080208,0.00069167,1,0.0017157,0.049866,0.00075,0
0.0032101,28.957,23.029,43.599,7.0954e+20,3.3971e-05,30.912,-70.838,2357.7,2020.1,91.174,2350.7,1.2461e+05,0.050004,0.049893,0.00080208,0.00069167,1,0.0017609,0.049911,0.00075,0
