"c_3[1]","c_3[2]","f_1[10]","f_1[1]","f_1[2]","f_1[3]","f_1[4]","f_1[5]","f_1[6]","f_1[7]","f_1[8]","f_1[9]","id","xhi","xlo","yhi","ylo","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00071653,5.4232,5.7815,125.75,1.8198e+21,8.7477e-05,7453.9,-0.61968,64710,221.13,0.053614,230.1,1.1343e+05,3.3898e-05,-8.4746e-05,0.0046181,0.0044725,1,0,0,0.0045,0
0.00071549,5.4153,5.7753,125.87,1.8216e+21,8.7542e-05,7453.5,1.0218,64688,219.85,0,229.63,1.1343e+05,0.00015254,3.3898e-05,0.0046181,0.0044725,1,4.515e-05,4.515e-05,0.0045,0
0.00071549,5.4153,5.7753,125.87,1.8216e+21,8.7542e-05,7453.5,1.0218,64688,219.85,0,229.63,1.1343e+05,0.00015254,3.3898e-05,0.0046181,0.0044725,1,9.03e-05,9.03e-05,0.0045,0
0.00071549,5.4153,5.7753,125.87,1.8216e+21,8.7542e-05,7453.5,1.0218,64688,219.85,0,229.63,1.1343e+05,0.00015254,3.3898e-05,0.0046181,0.0044725,1,0.00013545,0.00013545,0.0045,0
0.0007173,5.429,5.6699,125.17,1.8114e+21,8.7056e-05,7455.7,0.23272,64726,221.35,0.018023,226.71,1.1343e+05,0.00027119,0.00015254,0.0046181,0.0044725,1,0.0001806,0.0001806,0.0045,0
0.0007173,5.429,5.6699,125.17,1.8114e+21,8.7056e-05,7455.7,0.23272,64726,221.35,0.018023,226.71,1.1343e+05,0.00027119,0.00015254,0.0046181,0.0044725,1,0.00022575,0.00022575,0.0045,0
0.0007173,5.429,5.6699,125.17,1.8114e+21,8.7056e-05,7455.7,0.23272,64726,221.35,0.018023,226.71,1.1343e+05,0.00027119,0.00015254,0.0046181,0.0044725,1,0.0002709,0.0002709,0.0045,0
0.00071409,5.4047,5.849,126.38,1.829e+21,8.7894e-05,7455.2,0.21229,64719,220.56,0.035701,231.63,1.1344e+05,0.00038983,0.00027119,0.0046181,0.0044725,1,0.00031605,0.00031605,0.0045,0
0.00071409,5.4047,5.849,126.38,1.829e+21,8.7894e-05,7455.2,0.21229,64719,220.56,0.035701,231.63,1.1344e+05,0.00038983,0.00027119,0.0046181,0.0044725,1,0.0003612,0.0003612,0.0045,0
0.00071332,5.3989,5.7586,126.11,1.825e+21,8.7734e-05,7455.1,1.3897,64734,220.08,0.035778,228.54,1.1344e+05,0.00050847,0.00038983,0.0046181,0.0044725,1,0.00040635,0.00040635,0.0045,0
0.00071332,5.3989,5.7586,126.11,1.825e+21,8.7734e-05,7455.1,1.3897,64734,220.08,0.035778,228.54,1.1344e+05,0.00050847,0.00038983,0.0046181,0.0044725,1,0.0004515,0.0004515,0.0045,0
0.00071332,5.3989,5.7586,126.11,1.825e+21,8.7734e-05,7455.1,1.3897,64734,220.08,0.035778,228.54,1.1344e+05,0.00050847,0.00038983,0.0046181,0.0044725,1,0.00049665,0.00049665,0.0045,0
0.0007165,5.4229,5.9733,126.55,1.8314e+21,8.8025e-05,7453.7,1.481,64705,221.56,0,236.23,1.1344e+05,0.00062712,0.00050847,0.0046181,0.0044725,1,0.0005418,0.0005418,0.0045,0
0.0007165,5.4229,5.9733,126.55,1.8314e+21,8.8025e-05,7453.7,1.481,64705,221.56,0,236.23,1.1344e+05,0.00062712,0.00050847,0.0046181,0.0044725,1,0.00058695,0.00058695,0.0045,0
0.0007293,5.5198,6.0296,124.99,1.8088e+21,8.6927e-05,7453.7,0.68897,64705,222.31,0.01805,241.45,1.1344e+05,0.00074576,0.00062712,0.0046181,0.0044725,1,0.0006321,0.0006321,0.0045,0
